Run,Level,Steps,SolutionObjects,Mirrors,Refractors,RuleTransitions,Decoys,TotalObjects,GridWidth,GridHeight,Cl,Ch,Ci,MID,Solved,SolvePhase,SearchNodes,SearchTimeMs,TotalPlacements,InPlaceRotations,Relocations,ExecutionTimeMs,SweepIterations,SweepRelocations,Solve Time (×1000 ms),GenerationTimeMs
402,194,5,4,3,1,2,2,6,16,16,0.0234,0.6667,0.25,0.2617,0,Sweep,262294,8008.79,0,0,0,13736.33,141,0,22045.9,10.74
403,194,6,5,1,4,1,2,7,16,16,0.0273,0.25,0.8,0.2487,0,1A,303263,8002.93,0,0,0,14506.84,149,0,22813.48,10.74
404,194,7,6,2,4,3,2,8,16,16,0.0313,0.6,0.6667,0.329,0,1A,303289,8003.91,0,0,0,10837.89,111,0,19141.6,9.77
405,194,8,5,4,1,1,2,7,16,16,0.0273,0.25,0.2,0.1287,0,Sweep,782,12141.6,1,0,1,8297.85,85,1,20743.16,9.77
406,194,9,6,4,2,3,2,8,16,16,0.0313,0.6,0.3333,0.2623,1,Sweep-S1,189600,8002.93,0,0,0,246.09,2,0,8549.81,10.74
407,195,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,0,Sweep,770,6784.18,1,0,1,6198.24,65,1,13283.2,10.74
408,195,4,3,1,2,2,3,6,16,16,0.0234,1,0.6667,0.4451,0,Sweep,782,8834.96,1,0,1,7433.59,77,1,16571.29,9.77
409,195,5,4,2,2,2,3,7,16,16,0.0273,0.6667,0.5,0.3137,0,Sweep,391800,8002.93,0,0,0,9926.76,101,0,18229.49,10.74
410,195,6,5,4,1,1,3,8,16,16,0.0313,0.25,0.2,0.1306,0,Sweep,794,13533.2,1,0,1,10974.61,89,1,24812.5,10.74
411,195,7,6,5,1,2,3,9,16,16,0.0352,0.4,0.1667,0.1709,1,1A,18,7.81,1,1,0,5000,0,0,5617.19,10.74
412,196,8,3,3,0,0,3,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,5,8.79,1,0,1,6084.96,4,0,6401.37,9.77
413,197,9,8,5,3,4,3,11,16,16,0.043,0.5714,0.375,0.2679,1,1B,9,24.41,1,0,1,6358.4,0,0,6992.19,10.74
414,198,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,0,Sweep,786,11855.47,1,0,1,7936.52,81,1,20095.7,9.77
415,198,4,3,1,2,1,4,7,16,16,0.0273,0.5,0.6667,0.297,0,Sweep,386800,8008.79,0,0,0,9354.49,94,0,17666.02,9.77
416,198,5,3,2,1,1,4,7,16,16,0.0273,0.5,0.3333,0.2303,1,Sweep-S1,5,8.79,1,0,1,7051.76,4,0,7367.19,10.74
417,199,6,3,2,1,1,4,7,16,16,0.0273,0.5,0.3333,0.2303,0,Sweep,353400,8005.86,0,0,0,7112.31,73,0,15422.85,10.74
418,199,7,5,4,1,2,4,9,16,16,0.0352,0.5,0.2,0.2076,1,Sweep-S1,85,19.53,5,5,0,22255.86,12,0,22578.13,10.74
419,200,8,6,4,2,2,4,10,16,16,0.0391,0.4,0.3333,0.2062,0,Sweep,387400,8004.88,0,0,0,9393.56,97,0,17699.22,10.74
420,200,9,8,3,5,2,4,12,16,16,0.0469,0.2857,0.625,0.2342,1,Sweep-S1,14,24.41,1,0,1,9927.73,5,0,10259.77,12.7
421,201,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,6,7.81,1,1,0,5342.77,4,0,5651.37,8.79
422,202,4,3,1,2,1,0,3,16,16,0.0117,0.5,0.6667,0.2892,1,Sweep-S1,524,35.16,1,0,1,6991.21,3,0,7331.06,9.77
423,203,5,4,1,3,1,0,4,16,16,0.0156,0.3333,0.75,0.2578,1,Sweep-S3,1231,72.27,3,3,0,21216.8,61,0,21589.84,9.77
424,204,6,4,3,1,1,0,4,16,16,0.0156,0.3333,0.25,0.1578,1,1A,75,7.81,1,1,0,5047.85,0,0,5664.06,10.74
425,205,7,5,4,1,2,0,5,16,16,0.0195,0.5,0.2,0.1998,1,Sweep-S1,93,16.6,3,3,0,15756.84,20,0,16079.1,9.77
426,206,8,4,3,1,2,0,4,16,16,0.0156,0.6667,0.25,0.2578,0,Sweep,809,10463.87,1,0,1,10072.27,104,1,20838.87,8.79
427,206,9,8,5,3,3,0,8,16,16,0.0313,0.4286,0.375,0.2192,1,Sweep-S1,153,17.58,4,4,0,28113.28,14,0,28435.55,9.77
428,207,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,1,Sweep-S1,13,8.79,1,1,0,5599.61,4,0,5909.18,9.77
429,208,4,3,2,1,1,1,4,16,16,0.0156,0.5,0.3333,0.2245,1,1B,1,7.81,1,0,1,7277.34,0,0,7895.51,9.77
430,209,5,4,2,2,3,1,5,16,16,0.0195,1,0.5,0.4098,0,Sweep,770,8889.65,1,0,1,6156.25,65,1,15346.68,9.77
431,209,6,4,1,3,2,1,5,16,16,0.0195,0.6667,0.75,0.3598,0,Sweep,746,5291.02,1,0,1,6170.9,65,1,11765.63,9.77
432,209,7,6,5,1,1,1,7,16,16,0.0273,0.2,0.1667,0.107,0,Sweep,478600,8008.79,0,0,0,14581.05,148,0,22892.58,10.74
433,209,8,6,5,1,2,1,7,16,16,0.0273,0.4,0.1667,0.167,0,Sweep,38095,1921.88,3,3,0,25697.27,141,0,27923.83,9.77
434,209,9,7,3,4,3,1,8,16,16,0.0313,0.5,0.5714,0.2799,1,Sweep-S2,731,18464.84,1,0,1,5880.86,26,1,24651.37,9.77
435,210,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,6,7.81,1,1,0,5328.13,4,0,5641.6,10.74
436,211,4,3,2,1,2,2,5,16,16,0.0195,1,0.3333,0.3764,0,Sweep,33572,9176.76,0,0,0,9815.43,91,0,19294.92,9.77
437,211,5,4,2,2,2,2,6,16,16,0.0234,0.6667,0.5,0.3117,0,Sweep,262316,8002.93,0,0,0,10299.8,107,0,18602.54,9.77
438,211,6,4,2,2,2,2,6,16,16,0.0234,0.6667,0.5,0.3117,0,Sweep,778,14815.43,1,0,1,9458.98,73,1,24576.17,9.77
439,211,7,4,2,2,2,2,6,16,16,0.0234,0.6667,0.5,0.3117,0,Sweep,262219,8001.95,0,0,0,6377.93,66,0,14680.66,9.77
440,211,8,6,1,5,2,2,8,16,16,0.0313,0.4,0.8333,0.3023,0,Sweep,74397,3823.24,6,6,0,45087.89,130,0,49215.82,10.74
441,211,9,7,2,5,2,2,9,16,16,0.0352,0.3333,0.7143,0.2604,0,Sweep,372000,8000,0,0,0,10526.37,107,0,18833.98,10.74
442,211,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,1,Sweep-S1,19,10.74,1,1,0,5676.76,18,0,5993.16,9.77
443,212,4,3,2,1,2,3,6,16,16,0.0234,1,0.3333,0.3784,0,Sweep,262302,8004.88,0,0,0,9041.02,93,0,17349.61,9.77
444,212,5,4,1,3,1,3,7,16,16,0.0273,0.3333,0.75,0.2637,0,Sweep,710,26.37,7,7,0,48400.39,123,0,48729.49,10.74
445,212,6,4,3,1,1,3,7,16,16,0.0273,0.3333,0.25,0.1637,0,Sweep,814,16628.91,1,0,1,13444.34,109,1,30374.02,13.67
446,212,7,6,4,2,3,3,9,16,16,0.0352,0.6,0.3333,0.2642,0,Sweep,432800,8007.81,0,0,0,10132.81,105,0,18444.34,10.74
447,212,8,6,5,1,2,3,9,16,16,0.0352,0.4,0.1667,0.1709,0,Sweep,806,21387.7,1,0,1,13716.8,101,1,35406.25,10.74
448,212,9,8,4,4,4,3,11,16,16,0.043,0.5714,0.5,0.2929,0,Sweep,819,8830.08,0,0,0,31037.11,106,0,40168.95,9.77
449,212,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,1,Trivial,0,0,0,0,0,0,0,0,308.59,9.77
450,213,4,3,1,2,1,4,7,16,16,0.0273,0.5,0.6667,0.297,1,Sweep-S1,252800,8006.84,0,0,0,2795.9,28,0,11107.42,10.74
451,214,5,4,3,1,2,4,8,16,16,0.0313,0.6667,0.25,0.2656,0,Sweep,180,8.79,1,1,0,21532.23,170,0,21848.63,10.74
452,214,6,4,3,1,2,4,8,16,16,0.0313,0.6667,0.25,0.2656,0,Sweep,798,11004.88,1,0,1,8976.56,93,1,20290.04,10.74
453,214,7,4,1,3,2,4,8,16,16,0.0313,0.6667,0.75,0.3656,1,Sweep-S1,6,8.79,1,0,1,5785.16,5,0,6101.56,10.74
454,215,8,7,3,4,3,4,11,16,16,0.043,0.5,0.5714,0.2858,0,Sweep,814,18036.13,1,0,1,13628.91,109,1,31971.68,10.74
455,215,9,7,5,2,4,4,11,16,16,0.043,0.6667,0.2857,0.2786,1,1B,9,37.11,1,0,1,6373.05,0,0,7015.63,10.74
456,216,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,6,6.84,1,1,0,5510.74,4,0,5822.27,9.77
457,217,4,3,2,1,1,0,3,16,16,0.0117,0.5,0.3333,0.2225,1,Sweep-S1,8,8.79,1,0,1,10215.82,7,0,10530.27,9.77
458,218,5,3,2,1,2,0,3,16,16,0.0117,1,0.3333,0.3725,0,Sweep,754,4133.79,1,0,1,4640.63,49,1,9077.15,9.77
459,218,6,4,1,3,2,0,4,16,16,0.0156,0.6667,0.75,0.3578,1,Sweep-S1,6,9.77,1,0,1,7336.91,5,0,7647.46,14.65
460,219,7,5,4,1,2,0,5,16,16,0.0195,0.5,0.2,0.1998,0,Sweep,4382,223.63,3,3,0,27171.88,156,0,27701.17,10.74
461,219,8,6,5,1,2,0,6,16,16,0.0234,0.4,0.1667,0.1651,0,Sweep,689,37.11,3,3,0,23231.45,104,0,23577.15,9.77
462,219,9,8,5,3,4,0,8,16,16,0.0313,0.5714,0.375,0.2621,0,Sweep,466600,8006.84,0,0,0,14180.66,144,0,22493.16,9.77
463,219,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,1,Sweep-S1,19,7.81,1,1,0,6189.45,18,0,6504.88,9.77
464,220,4,3,2,1,1,1,4,16,16,0.0156,0.5,0.3333,0.2245,0,Sweep,265,17.58,2,2,0,16205.08,64,0,16525.39,12.7
465,220,5,3,3,0,0,1,4,16,16,0.0156,0,0,0.0078,1,1B,1,8.79,1,0,1,7288.09,0,0,7901.37,9.77
466,221,6,4,2,2,1,1,5,16,16,0.0195,0.3333,0.5,0.2098,1,Sweep-S1,4142,308.59,4,4,0,19872.07,21,0,20481.45,9.77
467,222,7,4,2,2,2,1,5,16,16,0.0195,0.6667,0.5,0.3098,0,Sweep,120,15.63,5,5,0,34687.5,93,0,35010.74,10.74
468,222,8,6,2,4,2,1,7,16,16,0.0273,0.4,0.6667,0.267,0,Sweep,69933,3431.64,4,4,0,31714.84,148,0,35451.17,10.74
469,222,9,8,6,2,3,1,9,16,16,0.0352,0.4286,0.25,0.1961,0,Sweep,363000,8000.98,0,0,0,8568.36,89,0,16871.09,9.77
470,222,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,4109,194.34,1,0,1,5556.64,4,0,6051.76,10.74
471,223,4,3,2,1,1,2,5,16,16,0.0195,0.5,0.3333,0.2264,0,Sweep,774,13711.91,1,0,1,6661.13,69,1,20679.69,9.77
472,223,5,4,1,3,2,2,6,16,16,0.0234,0.6667,0.75,0.3617,1,1B,1,7.81,1,0,1,9951.17,0,0,10564.45,10.74
473,224,6,5,2,3,3,2,7,16,16,0.0273,0.75,0.6,0.3587,0,Sweep,336800,8002.93,0,0,0,7112.31,73,0,15417.97,10.74
474,224,7,5,2,3,3,2,7,16,16,0.0273,0.75,0.6,0.3587,1,Sweep-S1,36888,1914.06,6,6,0,25817.38,14,0,28034.18,11.72
475,225,8,7,5,2,4,2,9,16,16,0.0352,0.6667,0.2857,0.2747,0,Sweep,37626,1973.63,5,5,0,43358.4,161,0,45638.67,9.77
476,225,9,7,3,4,3,2,9,16,16,0.0352,0.5,0.5714,0.2819,0,Sweep,463400,8006.84,0,0,0,13938.48,142,0,22253.91,13.67
477,225,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,1,Sweep-S1,6,7.81,1,1,0,6021.48,4,0,6331.06,11.72
478,226,4,3,1,2,2,3,6,16,16,0.0234,1,0.6667,0.4451,0,Sweep,36980,1833.98,5,5,0,32294.92,106,0,34435.55,10.74
479,226,5,4,0,4,0,3,7,16,16,0.0273,0,1,0.2137,1,Sweep-S1,6,7.81,1,0,1,8080.08,5,0,8394.53,10.74
480,227,6,5,3,2,2,3,8,16,16,0.0313,0.5,0.4,0.2456,0,Sweep,794,19683.59,1,0,1,12039.06,89,1,32025.39,9.77
481,227,7,5,3,2,1,3,8,16,16,0.0313,0.25,0.4,0.1706,1,Sweep-S1,5,7.81,1,0,1,8008.79,4,0,8322.27,10.74
482,228,8,7,3,4,2,3,10,16,16,0.0391,0.3333,0.5714,0.2338,0,Sweep,425400,8003.91,0,0,0,11569.34,116,0,19876.95,9.77
483,228,9,5,2,3,3,3,8,16,16,0.0313,0.75,0.6,0.3606,1,Sweep-S1,6,9.77,1,0,1,6195.31,5,0,6508.79,11.72
484,229,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,5,8.79,1,0,1,9525.39,4,0,9838.87,9.77
485,230,4,3,2,1,2,4,7,16,16,0.0273,1,0.3333,0.3803,1,Sweep-S1,5,7.81,1,0,1,8787.11,4,0,9098.63,10.74
486,231,5,3,1,2,1,4,7,16,16,0.0273,0.5,0.6667,0.297,1,1B,1,7.81,1,0,1,9426.76,0,0,10038.09,9.77
487,232,6,4,3,1,1,4,8,16,16,0.0313,0.3333,0.25,0.1656,1,1A,138,9.77,1,1,0,5794.92,0,0,6413.09,12.7
488,233,7,6,4,2,3,4,10,16,16,0.0391,0.6,0.3333,0.2662,0,Sweep,427200,8005.86,0,0,0,15004.88,151,0,23315.43,12.7
489,233,8,5,2,3,1,4,9,16,16,0.0352,0.25,0.6,0.2126,1,Sweep-S1,33,16.6,2,2,0,8558.59,14,0,8882.81,11.72
490,234,9,4,2,2,2,4,8,16,16,0.0313,0.6667,0.5,0.3156,1,Sweep-S1,30,7.81,1,1,0,8039.06,28,0,8351.56,9.77
491,235,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,6,7.81,1,1,0,5535.16,4,0,5845.7,9.77
492,236,4,3,2,1,1,0,3,16,16,0.0117,0.5,0.3333,0.2225,1,Sweep-S1,100,16.6,3,3,0,13786.13,27,0,14106.45,10.74
493,237,5,4,1,3,2,0,4,16,16,0.0156,0.6667,0.75,0.3578,0,Sweep,883,11136.72,1,0,1,17623.05,178,1,29062.5,9.77
494,237,6,5,4,1,1,0,5,16,16,0.0195,0.25,0.2,0.1248,0,Sweep,630,29.3,3,3,0,22577.15,99,0,22913.09,10.74
495,237,7,5,3,2,3,0,5,16,16,0.0195,0.75,0.4,0.3148,0,Sweep,92,9.77,1,1,0,12272.46,90,0,12586.91,10.74
496,237,8,6,4,2,3,0,6,16,16,0.0234,0.6,0.3333,0.2584,0,Sweep,9333,668.95,6,6,0,42244.14,108,0,43215.82,10.74
497,237,9,7,3,4,4,0,7,16,16,0.0273,0.6667,0.5714,0.328,0,1A,271004,8015.63,0,0,0,7179.69,73,0,15502.93,10.74
498,237,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,0,Sweep,758,5508.79,1,0,1,5303.71,53,1,11120.12,10.74
499,237,4,3,2,1,2,1,4,16,16,0.0156,1,0.3333,0.3745,0,Sweep,107,8.79,1,1,0,15084.96,96,0,15399.41,10.74
500,237,5,3,2,1,1,1,4,16,16,0.0156,0.5,0.3333,0.2245,0,Sweep,4859,9815.43,0,0,0,4962.89,50,0,15081.05,10.74
501,237,6,3,3,0,0,1,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,5,8.79,1,0,1,8273.44,4,0,8591.8,9.77
502,238,7,5,1,4,2,1,6,16,16,0.0234,0.5,0.8,0.3217,1,1A,3,9.77,1,1,0,4630.86,0,0,5250,10.74
503,239,8,7,4,3,3,1,8,16,16,0.0313,0.5,0.4286,0.2513,0,Sweep,42259,2485.35,7,7,0,47529.3,138,0,50323.24,10.74
504,239,9,8,4,4,1,1,9,16,16,0.0352,0.1429,0.5,0.1604,0,1A,296192,8007.81,0,0,0,19149.41,191,0,27463.87,11.72
505,239,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,13,8.79,1,1,0,6298.83,4,0,6617.19,9.77
506,240,4,3,3,0,0,2,5,16,16,0.0195,0,0,0.0098,1,Sweep-S1,29,18.55,4,4,0,19782.23,20,0,20105.47,11.72
507,241,5,4,4,0,0,2,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,93,22.46,5,5,0,21317.38,20,0,21640.63,11.72
508,242,6,5,3,2,3,2,7,16,16,0.0273,0.75,0.4,0.3187,1,Sweep-S1,5,6.84,1,1,0,4870.12,4,0,5183.59,10.74
509,243,7,6,3,3,4,2,8,16,16,0.0313,0.8,0.5,0.3556,1,Sweep-S1,18,8.79,1,0,1,7293.95,17,0,7603.52,9.77
510,244,8,7,6,1,2,2,9,16,16,0.0352,0.3333,0.1429,0.1461,0,Sweep,274,16.6,6,6,0,43894.53,136,0,44218.75,11.72
511,244,9,7,4,3,2,2,9,16,16,0.0352,0.3333,0.4286,0.2033,0,Sweep,502800,8004.88,0,0,0,15177.73,154,0,23484.38,10.74
512,244,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,1,Sweep-S1,32840,1596.68,1,0,1,7820.31,7,0,9721.68,9.77
513,245,4,3,2,1,1,3,6,16,16,0.0234,0.5,0.3333,0.2284,1,Sweep-S1,87,15.63,3,3,0,19691.41,12,0,20013.67,10.74
514,246,5,4,3,1,1,3,7,16,16,0.0273,0.3333,0.25,0.1637,0,Sweep,790,9678.71,1,0,1,8267.58,85,1,18250.98,10.74
515,246,6,5,4,1,2,3,8,16,16,0.0313,0.5,0.2,0.2056,1,Sweep-S1,5,10.74,2,0,2,16712.89,3,0,17027.34,9.77
516,247,7,6,3,3,3,3,9,16,16,0.0352,0.6,0.5,0.2976,0,1A,267379,8008.79,0,0,0,10237.3,106,0,18549.8,10.74
517,247,8,5,5,0,0,3,8,16,16,0.0313,0,0,0.0156,1,Sweep-S1,228000,8005.86,0,0,0,1197.27,11,0,9503.91,10.74
518,248,9,8,7,1,2,3,11,16,16,0.043,0.2857,0.125,0.1322,0,Sweep,851,9163.09,0,0,0,38029.3,138,0,47493.16,10.74
519,248,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,13,7.81,1,1,0,5831.06,4,0,6145.51,10.74
520,249,4,3,1,2,2,4,7,16,16,0.0273,1,0.6667,0.447,1,Sweep-S1,8244,407.23,6,6,0,34951.17,42,0,35665.04,10.74
521,250,5,3,2,1,1,4,7,16,16,0.0273,0.5,0.3333,0.2303,1,Trivial,0,0,0,0,0,0,0,0,307.62,11.72
522,251,6,4,4,0,0,4,8,16,16,0.0313,0,0,0.0156,1,Sweep-S1,5,8.79,1,0,1,7022.46,4,0,7333.98,10.74
523,252,7,6,3,3,2,4,10,16,16,0.0391,0.4,0.5,0.2395,0,Sweep,500200,8010.74,0,0,0,16966.8,173,0,25281.25,14.65
524,252,8,7,5,2,4,4,11,16,16,0.043,0.6667,0.2857,0.2786,1,Sweep-S1,82,7.81,1,1,0,14343.75,81,0,14654.3,12.7
525,253,9,6,3,3,5,4,10,16,16,0.0391,1,0.5,0.4195,1,Sweep-S1,6,10.74,1,1,0,5500,4,0,5816.41,12.7
526,254,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,21,14.65,2,2,0,10330.08,12,0,10648.44,9.77
527,255,4,3,3,0,0,0,3,16,16,0.0117,0,0,0.0059,0,Sweep,758,8592.77,1,0,1,5158.2,53,1,14054.69,9.77
528,255,5,4,2,2,1,0,4,16,16,0.0156,0.3333,0.5,0.2078,0,Sweep,211,16.6,4,4,0,27814.45,72,0,28133.79,8.79
529,255,6,5,1,4,2,0,5,16,16,0.0195,0.5,0.8,0.3198,0,Sweep,806,36.13,5,5,0,36156.25,148,0,36493.16,9.77
530,255,7,5,4,1,2,0,5,16,16,0.0195,0.5,0.2,0.1998,1,1B,32833,1625,1,0,1,8786.13,0,0,11020.51,9.77
531,256,8,6,4,2,2,0,6,16,16,0.0234,0.4,0.3333,0.1984,0,Sweep,4764,252.93,5,5,0,35882.81,146,0,36437.5,9.77
532,256,9,8,5,3,4,0,8,16,16,0.0313,0.5714,0.375,0.2621,0,Sweep,442000,8007.81,0,0,0,12288.09,125,0,20603.52,9.77
533,256,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,1,Sweep-S1,5,7.81,1,0,1,7331.06,4,0,7642.58,10.74
534,257,4,3,3,0,0,1,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,37,8.79,1,1,0,9441.41,36,0,9752.93,9.77
535,258,5,3,1,2,1,1,4,16,16,0.0156,0.5,0.6667,0.2911,0,Sweep,766,7782.23,1,0,1,5925.78,61,1,14011.72,10.74
536,258,6,3,3,0,0,1,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,5,7.81,1,1,0,5875,4,0,6188.48,9.77
537,259,7,4,3,1,2,1,5,16,16,0.0195,0.6667,0.25,0.2598,1,Sweep-S2,708,12794.92,1,0,1,356.45,3,1,13456.05,10.74
538,260,8,7,4,3,2,1,8,16,16,0.0313,0.3333,0.4286,0.2013,0,Sweep,393800,8006.84,0,0,0,9428.71,97,0,17740.23,9.77
539,260,9,7,4,3,4,1,8,16,16,0.0313,0.6667,0.4286,0.3013,0,1A,296203,8016.6,0,0,0,18999.02,193,0,27318.36,9.77
540,260,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,1,Trivial,0,0,0,0,0,0,0,0,304.69,9.77
541,261,4,3,1,2,1,2,5,16,16,0.0195,0.5,0.6667,0.2931,0,Sweep,770,12256.84,1,0,1,8212.89,65,1,20770.51,10.74
542,261,5,4,2,2,2,2,6,16,16,0.0234,0.6667,0.5,0.3117,1,1B,1,7.81,1,0,1,7290.04,0,0,7905.27,10.74
543,262,6,5,4,1,1,2,7,16,16,0.0273,0.25,0.2,0.1287,1,1B,1,7.81,1,0,1,5518.56,0,0,6128.91,9.77
544,263,7,6,4,2,2,2,8,16,16,0.0313,0.4,0.3333,0.2023,1,Sweep-S1,5,8.79,1,0,1,5086.91,4,0,5395.51,9.77
545,264,8,7,6,1,2,2,9,16,16,0.0352,0.3333,0.1429,0.1461,0,Sweep,463000,8002.93,0,0,0,13542.97,137,0,21851.56,9.77
546,264,9,7,4,3,4,2,9,16,16,0.0352,0.6667,0.4286,0.3033,0,Sweep,412400,8014.65,0,0,0,11960.94,121,0,20275.39,10.74
547,264,3,2,2,0,0,3,5,16,16,0.0195,0,0,0.0098,1,Sweep-S1,13,10.74,1,1,0,6269.53,4,0,6581.06,9.77
548,265,4,3,1,2,1,3,6,16,16,0.0234,0.5,0.6667,0.2951,1,Sweep-S1,1124,52.73,3,3,0,17398.44,25,0,17755.86,10.74
549,266,5,4,4,0,0,3,7,16,16,0.0273,0,0,0.0137,0,1A,295035,8000.98,0,0,0,11063.48,114,0,19366.21,10.74
550,266,6,4,2,2,1,3,7,16,16,0.0273,0.3333,0.5,0.2137,1,1B,1,6.84,1,0,1,7257.81,0,0,7878.91,9.77
551,267,7,5,1,4,2,3,8,16,16,0.0313,0.5,0.8,0.3256,0,Sweep,348400,8008.79,0,0,0,7893.56,82,0,16203.13,9.77
552,267,8,6,4,2,1,3,9,16,16,0.0352,0.2,0.3333,0.1442,0,Sweep,380600,8018.56,0,0,0,8715.82,90,0,17039.06,10.74
553,267,9,6,2,4,3,3,9,16,16,0.0352,0.6,0.6667,0.3309,1,Sweep-S1,663,39.06,4,4,0,18977.54,5,0,19323.24,10.74
554,268,3,2,2,0,0,4,6,16,16,0.0234,0,0,0.0117,1,Sweep-S1,13,7.81,1,1,0,5346.68,4,0,5660.16,10.74
555,269,4,3,3,0,0,4,7,16,16,0.0273,0,0,0.0137,0,Sweep,790,13149.41,1,0,1,8202.15,85,1,21654.3,9.77
556,269,5,3,2,1,1,4,7,16,16,0.0273,0.5,0.3333,0.2303,0,Sweep,819,16446.29,1,0,1,13733.4,114,1,30480.47,10.74
557,269,6,5,2,3,2,4,9,16,16,0.0352,0.5,0.6,0.2876,1,Sweep-S1,210400,8008.79,0,0,0,249.02,2,0,8563.48,9.77
558,270,7,5,2,3,3,4,9,16,16,0.0352,0.75,0.6,0.3626,1,Sweep-S1,4159,204.1,6,6,0,30875.98,52,0,31382.81,9.77
559,271,8,6,2,4,3,4,10,16,16,0.0391,0.6,0.6667,0.3329,0,Sweep,383000,8009.77,0,0,0,9428.71,97,0,17738.28,10.74
560,271,9,6,3,3,2,4,10,16,16,0.0391,0.4,0.5,0.2395,1,Sweep-S1,5,8.79,1,0,1,6525.39,4,0,6840.82,9.77
561,272,3,2,2,0,0,0,2,16,16,0.0078,0,0,0.0039,1,Sweep-S1,6,7.81,1,1,0,5286.13,4,0,5602.54,9.77
562,273,4,3,1,2,2,0,3,16,16,0.0117,1,0.6667,0.4392,0,Sweep,754,7411.13,1,0,1,4655.27,49,1,12368.16,9.77
563,273,5,4,2,2,2,0,4,16,16,0.0156,0.6667,0.5,0.3078,0,Sweep,790,35.16,2,2,0,23504.88,140,0,23843.75,9.77
564,273,6,5,3,2,3,0,5,16,16,0.0195,0.75,0.4,0.3148,1,Sweep-S2,724,12480.47,1,0,1,1971.68,19,1,14755.86,10.74
565,274,7,5,4,1,2,0,5,16,16,0.0195,0.5,0.2,0.1998,0,Sweep,750,1275.39,1,0,1,6649.41,69,1,8230.47,9.77
566,274,8,7,2,5,3,0,7,16,16,0.0273,0.5,0.7143,0.3065,1,Sweep-S1,6,8.79,1,0,1,6633.79,5,0,6945.31,10.74
567,275,9,3,2,1,2,0,3,16,16,0.0117,1,0.3333,0.3725,0,Sweep,754,5803.71,1,0,1,4726.56,49,1,10835.94,9.77
568,275,3,2,2,0,0,1,3,16,16,0.0117,0,0,0.0059,0,Sweep,758,5869.14,1,0,1,5248.05,53,1,11420.9,9.77
569,275,4,3,2,1,1,1,4,16,16,0.0156,0.5,0.3333,0.2245,1,1B,1,7.81,1,0,1,6814.45,0,0,7429.69,10.74
570,276,5,4,2,2,1,1,5,16,16,0.0195,0.3333,0.5,0.2098,0,Sweep,795,13262.7,1,0,1,8532.23,90,1,22103.52,9.77
571,276,6,4,3,1,2,1,5,16,16,0.0195,0.6667,0.25,0.2598,1,1B,1,8.79,1,0,1,7811.52,0,0,8428.71,9.77
572,277,7,6,5,1,2,1,7,16,16,0.0273,0.4,0.1667,0.167,0,Sweep,4787,240.23,6,6,0,48318.36,170,0,48859.38,9.77
573,277,8,5,2,3,1,1,6,16,16,0.0234,0.25,0.6,0.2067,0,Sweep,778,14955.08,1,0,1,9533.2,73,1,24791.99,9.77
574,277,9,8,5,3,5,1,9,16,16,0.0352,0.7143,0.375,0.3069,0,Sweep,366000,8006.84,0,0,0,9579.1,97,0,17892.58,9.77
575,277,3,2,2,0,0,2,4,16,16,0.0156,0,0,0.0078,1,Sweep-S1,19,7.81,1,1,0,6448.24,18,0,6760.74,9.77
576,278,4,3,2,1,2,2,5,16,16,0.0195,1,0.3333,0.3764,1,1B,1,7.81,1,0,1,8918.95,0,0,9530.27,9.77
577,279,5,3,2,1,1,2,5,16,16,0.0195,0.5,0.3333,0.2264,1,Sweep-S1,5,8.79,1,0,1,5349.61,4,0,5661.13,10.74
578,280,6,5,3,2,2,2,7,16,16,0.0273,0.5,0.4,0.2437,0,Sweep,65722,3424.81,4,4,0,27561.52,104,0,31291.02,9.77
